Customer ID,total_sales,total_profit,order_count,avg_discount,avg_quantity,customer_name,cluster,cluster_label
CUST-1113,1125.0800000000002,656.6700000000001,3,0.10000000000000002,6.666666666666667,David O'Brien,3,Mid-High
CUST-1114,29.58,-1.24,1,0.15,2.0,Wei Chen,2,Low-Value
CUST-1115,207.24,18.35,3,0.049999999999999996,1.6666666666666667,Maria Garcia ,0,Mid-Low
CUST-1116,107.62,50.599999999999994,3,0.0,2.6666666666666665,Priya Patel,0,Mid-Low
CUST-1117,78.21,80.87,1,0.0,5.0,  John Smith,0,Mid-Low
CUST-1118,731.9699999999999,178.55,3,0.0,3.6666666666666665,John Smith,0,Mid-Low
CUST-1119,104.26,67.16,4,0.2,5.75,Priya Patel,2,Low-Value
CUST-1120,473.76,326.39,3,0.03333333333333333,5.0,  John Smith,0,Mid-Low
CUST-1121,293.22,85.51,2,0.15000000000000002,3.5,  John Smith,2,Low-Value
CUST-1122,735.8,1052.95,4,0.1,6.0,Liam O'Connor,3,Mid-High
CUST-1123,526.71,707.74,4,0.0375,8.25,Wei Chen,3,Mid-High
CUST-1124,2374.14,2214.2,7,0.1285714285714286,4.571428571428571,Maria Garcia ,1,High-Value
CUST-1125,333.9,142.20000000000002,2,0.0,6.0,Priya Patel,0,Mid-Low
CUST-1126,664.58,-8.340000000000003,4,0.1,5.5,David O'Brien,3,Mid-High
CUST-1127,966.52,846.4399999999999,4,0.05,4.25,Liam O'Connor,3,Mid-High
CUST-1128,859.13,142.51,5,0.06999999999999999,3.4,Wei Chen,3,Mid-High
CUST-1129,85.81,-108.21,1,0.15,5.0,John Smith,2,Low-Value
CUST-1130,82.76,2.52,1,0.0,2.0,Maria Garcia ,0,Mid-Low
CUST-1131,669.6700000000001,502.86,4,0.025,4.25,John Smith,3,Mid-High
CUST-1132,313.83,-112.28999999999999,2,0.2,5.0,  John Smith,2,Low-Value
CUST-1133,662.69,911.54,5,0.06000000000000001,7.8,Liam O'Connor,3,Mid-High
CUST-1135,637.13,1072.54,4,0.025,5.5,  John Smith,3,Mid-High
CUST-1136,534.33,515.92,2,0.05,7.5,Priya Patel,0,Mid-Low
CUST-1137,60.989999999999995,93.7,2,0.0,5.0,Fatima Noor,0,Mid-Low
CUST-1138,13.94,4.68,1,0.0,6.0,Fatima Noor,0,Mid-Low
CUST-1139,495.01000000000005,-284.52,3,0.11666666666666665,5.666666666666667,David O'Brien,2,Low-Value
CUST-1140,425.5,-605.6800000000001,2,0.1,8.0,Wei Chen,2,Low-Value
CUST-1141,452.98,290.95,4,0.05,4.25,John Smith,3,Mid-High
CUST-1142,318.89,450.3,4,0.07500000000000001,6.0,Fatima Noor,3,Mid-High
CUST-1143,102.67,120.11,2,0.1,8.0,  John Smith,2,Low-Value
CUST-1144,450.53999999999996,111.41,3,0.03333333333333333,2.6666666666666665,David O'Brien,0,Mid-Low
CUST-1145,493.71000000000004,1065.34,3,0.0,4.666666666666667,Liam O'Connor,0,Mid-Low
CUST-1146,190.99,18.72,3,0.08333333333333333,2.3333333333333335,Aisha Khan,0,Mid-Low
CUST-1147,120.13,62.59999999999999,3,0.049999999999999996,5.666666666666667,Fatima Noor,0,Mid-Low
CUST-1148,269.21999999999997,119.13,4,0.025,6.25,Priya Patel,0,Mid-Low
CUST-1149,16.41,7.91,2,0.1,3.0,Liam O'Connor,2,Low-Value
CUST-1150,124.36000000000001,29.660000000000004,3,0.16666666666666666,1.0,Aisha Khan,2,Low-Value
CUST-1152,55.49,14.55,2,0.125,5.5,Wei Chen,2,Low-Value
CUST-1153,677.93,159.73999999999998,4,0.1,4.0,Priya Patel,3,Mid-High
CUST-1154,4.67,0.54,1,0.15,3.0,David O'Brien,2,Low-Value
CUST-1155,572.87,55.29999999999998,3,0.0,8.666666666666666,Aisha Khan,0,Mid-Low
CUST-1156,28.69,-26.61,1,0.3,3.0,John Smith,2,Low-Value
CUST-1157,306.45,270.92,5,0.05,5.0,Fatima Noor,3,Mid-High
CUST-1158,53.55,39.96,1,0.0,7.0,Maria Garcia ,0,Mid-Low
CUST-1159,1457.3799999999999,2726.2899999999995,3,0.0,3.0,Maria Garcia ,1,High-Value
CUST-1160,1405.25,3485.6299999999997,9,0.07222222222222223,6.222222222222222,Aisha Khan,1,High-Value
CUST-1161,87.05,128.22,4,0.0,4.25,Liam O'Connor,0,Mid-Low
CUST-1162,1782.3899999999999,-137.7,3,0.06666666666666667,4.666666666666667,Priya Patel,3,Mid-High
CUST-1163,803.64,203.02,3,0.13333333333333333,5.666666666666667,Aisha Khan,2,Low-Value
CUST-1164,861.62,-85.72999999999999,3,0.09999999999999999,2.3333333333333335,Priya Patel,3,Mid-High
CUST-1165,442.17,43.78,5,0.12,6.0,Wei Chen,3,Mid-High
CUST-1166,772.76,50.26000000000001,7,0.1357142857142857,5.142857142857143,Maria Garcia ,3,Mid-High
CUST-1167,1240.3,363.4,6,0.15,3.0,Wei Chen,3,Mid-High
CUST-1168,377.13,159.5,1,0.1,2.0,  John Smith,2,Low-Value
CUST-1169,1589.28,1901.15,4,0.125,7.0,Priya Patel,1,High-Value
CUST-1170,966.1800000000001,1739.92,6,0.06666666666666667,5.333333333333333,Fatima Noor,1,High-Value
CUST-1171,569.52,471.17999999999995,4,0.025,7.5,  John Smith,3,Mid-High
CUST-1172,787.6500000000001,391.78,5,0.06000000000000001,5.0,Aisha Khan,3,Mid-High
CUST-1173,301.07,655.12,1,0.0,9.0,David O'Brien,0,Mid-Low
CUST-1174,665.6800000000001,406.91999999999996,4,0.0375,5.0,Fatima Noor,3,Mid-High
CUST-1175,444.94,874.65,1,0.0,6.0,Liam O'Connor,0,Mid-Low
CUST-1176,659.07,288.46,3,0.03333333333333333,4.333333333333333,Aisha Khan,0,Mid-Low
CUST-1177,274.78,87.5,1,0.0,4.0,Aisha Khan,0,Mid-Low
CUST-1178,461.78,658.69,6,0.024999999999999998,5.833333333333333,Wei Chen,3,Mid-High
CUST-1179,578.73,158.93,2,0.15,1.5,Wei Chen,2,Low-Value
CUST-1180,343.19,356.7,3,0.06666666666666667,4.666666666666667,Liam O'Connor,0,Mid-Low
CUST-1181,146.14000000000001,-137.57,3,0.08333333333333333,4.666666666666667,  John Smith,0,Mid-Low
CUST-1182,492.79999999999995,283.18,3,0.0,4.0,Priya Patel,0,Mid-Low
CUST-1183,52.62,529.25,2,0.0,2.0,Maria Garcia ,0,Mid-Low
CUST-1184,173.38,279.57,2,0.075,4.0,  John Smith,0,Mid-Low
CUST-1185,449.63,382.71000000000004,3,0.09999999999999999,7.333333333333333,David O'Brien,2,Low-Value
CUST-1188,56.27,142.63,1,0.0,8.0,  John Smith,0,Mid-Low
CUST-1189,1224.58,-12.02000000000001,4,0.05,4.25,  John Smith,3,Mid-High
CUST-1190,620.11,741.9399999999999,5,0.08,6.6,Liam O'Connor,3,Mid-High
CUST-1191,36.43,-20.35,1,0.3,5.0,John Smith,2,Low-Value
CUST-1192,400.77,132.35,5,0.05,5.4,Priya Patel,3,Mid-High
CUST-1193,247.76000000000002,107.46000000000001,3,0.09999999999999999,3.6666666666666665,  John Smith,2,Low-Value
CUST-1194,573.75,1029.16,4,0.0,4.25,Aisha Khan,3,Mid-High
CUST-1195,72.15,181.54000000000002,2,0.05,8.0,Fatima Noor,0,Mid-Low
CUST-1196,572.15,118.78999999999999,6,0.041666666666666664,3.8333333333333335,  John Smith,3,Mid-High
CUST-1197,118.69,98.75999999999999,2,0.1,5.5,Maria Garcia ,2,Low-Value
CUST-1198,181.45,301.82,3,0.03333333333333333,8.0,Aisha Khan,0,Mid-Low
CUST-1199,252.66,287.0,3,0.0,6.666666666666667,Maria Garcia ,0,Mid-Low
CUST-1200,420.98,-573.38,1,0.3,5.0,Aisha Khan,2,Low-Value
CUST-1201,197.39000000000001,127.80999999999999,3,0.049999999999999996,5.666666666666667,Liam O'Connor,0,Mid-Low
CUST-1202,871.27,589.65,4,0.0,2.25,Aisha Khan,3,Mid-High
CUST-1203,1294.04,1523.27,4,0.0375,5.5,Liam O'Connor,1,High-Value
CUST-1204,60.290000000000006,46.28,2,0.0,3.5,Aisha Khan,0,Mid-Low
CUST-1205,711.1099999999999,1001.0600000000001,2,0.05,8.0,David O'Brien,0,Mid-Low
CUST-1206,1226.49,1640.7,5,0.0,5.6,Fatima Noor,1,High-Value
CUST-1207,504.76,480.60999999999996,3,0.049999999999999996,5.0,  John Smith,0,Mid-Low
CUST-1208,331.86,997.39,2,0.0,7.0,Fatima Noor,0,Mid-Low
CUST-1209,980.9600000000002,2060.97,4,0.09999999999999999,6.0,  John Smith,1,High-Value
CUST-1210,912.77,75.10000000000001,4,0.15000000000000002,6.5,John Smith,3,Mid-High
CUST-1211,672.15,-116.94000000000001,4,0.025,3.75,Fatima Noor,3,Mid-High
CUST-1212,396.94,234.40999999999997,3,0.08333333333333333,3.6666666666666665,Liam O'Connor,0,Mid-Low
CUST-1213,390.94,585.22,3,0.0,5.0,Priya Patel,0,Mid-Low
CUST-1214,449.92,114.31,4,0.1,5.0,David O'Brien,3,Mid-High
CUST-1216,552.28,572.37,4,0.1,5.5,John Smith,3,Mid-High
CUST-1217,54.64,12.58,1,0.3,1.0,,2,Low-Value
CUST-1219,671.91,1499.8000000000002,3,0.0,6.333333333333333,Liam O'Connor,1,High-Value
CUST-1220,287.16999999999996,32.44,2,0.15,9.0,Wei Chen,2,Low-Value
CUST-1221,456.6,334.08,4,0.025,6.0,Priya Patel,3,Mid-High
CUST-1222,268.21000000000004,175.58,2,0.15,3.5,Fatima Noor,2,Low-Value
CUST-1223,3532.34,3512.9300000000003,7,0.06428571428571428,4.428571428571429,Wei Chen,1,High-Value
CUST-1224,296.99,112.35999999999999,5,0.08,2.6,Liam O'Connor,3,Mid-High
CUST-1225,874.4300000000001,101.89000000000001,2,0.125,5.0,Wei Chen,2,Low-Value
CUST-1226,348.03000000000003,754.9100000000001,2,0.15,8.0,Maria Garcia ,2,Low-Value
CUST-1227,165.01,218.01,3,0.11666666666666665,5.333333333333333,Maria Garcia ,2,Low-Value
CUST-1228,594.87,1125.21,7,0.07142857142857142,4.571428571428571,Wei Chen,3,Mid-High
CUST-1229,682.16,322.98,5,0.028571428571428574,3.0,Priya Patel,3,Mid-High
CUST-1230,499.40999999999997,269.63,4,0.05,3.75,Liam O'Connor,3,Mid-High
CUST-1231,10.42,2.19,1,0.15,1.0,,2,Low-Value
CUST-1232,1545.62,624.4000000000001,6,0.06666666666666667,5.5,  John Smith,3,Mid-High
CUST-1233,1099.73,1643.66,5,0.04,6.6,  John Smith,1,High-Value
CUST-1234,1289.88,1449.4099999999999,3,0.08333333333333333,5.0,Fatima Noor,1,High-Value
CUST-1235,166.18,144.65,3,0.049999999999999996,3.3333333333333335,Aisha Khan,0,Mid-Low
CUST-1236,29.05,88.71,1,0.0,6.0,,0,Mid-Low
CUST-1237,764.37,1591.75,4,0.0375,6.5,Priya Patel,1,High-Value
CUST-1238,193.78,22.11,3,0.08333333333333333,4.0,  John Smith,0,Mid-Low
CUST-1240,268.15,423.62,2,0.05,6.0,Maria Garcia ,0,Mid-Low
CUST-1241,119.94999999999999,189.07,2,0.05,6.0,Aisha Khan,0,Mid-Low
CUST-1242,977.95,530.94,1,0.0,2.0,David O'Brien,0,Mid-Low
CUST-1243,317.12,-328.02,1,0.2,4.0,Wei Chen,2,Low-Value
CUST-1244,730.97,220.87,4,0.025,2.75,Liam O'Connor,3,Mid-High
CUST-1245,869.5400000000001,397.42,4,0.1,3.25,Wei Chen,3,Mid-High
CUST-1246,1219.32,1587.0500000000002,4,0.1125,4.5,Aisha Khan,1,High-Value
CUST-1247,273.57,61.910000000000004,4,0.07500000000000001,2.75,Fatima Noor,3,Mid-High
CUST-1248,91.8,81.57,1,0.15,2.0,Wei Chen,2,Low-Value
CUST-1249,521.9300000000001,147.35000000000002,2,0.15,5.5,Priya Patel,2,Low-Value
CUST-1250,1383.1399999999999,-57.890000000000015,2,0.0,1.5,Wei Chen,0,Mid-Low
CUST-1251,224.41,69.07,2,0.1,6.0,Maria Garcia ,2,Low-Value
CUST-1252,288.15000000000003,175.07,3,0.06666666666666667,5.333333333333333,John Smith,0,Mid-Low
CUST-1253,87.64,28.81,2,0.1,3.5,Liam O'Connor,2,Low-Value
CUST-1254,215.57999999999998,351.33000000000004,3,0.049999999999999996,5.333333333333333,John Smith,0,Mid-Low
CUST-1255,540.57,85.68,3,0.13333333333333333,3.6666666666666665,David O'Brien,2,Low-Value
CUST-1256,387.79,412.86,8,0.03125,4.25,Fatima Noor,3,Mid-High
CUST-1257,404.91999999999996,58.260000000000005,3,0.0,7.0,Liam O'Connor,0,Mid-Low
CUST-1258,252.35000000000002,302.9,3,0.0,5.0,Maria Garcia ,0,Mid-Low
CUST-1259,212.48000000000002,-32.589999999999996,2,0.075,1.5,Priya Patel,0,Mid-Low
CUST-1260,947.9200000000001,1586.85,4,0.0875,6.5,Maria Garcia ,1,High-Value
CUST-1261,188.0,42.519999999999996,5,0.09,4.6,David O'Brien,3,Mid-High
CUST-1262,670.11,387.15,5,0.06000000000000001,5.6,Fatima Noor,3,Mid-High
CUST-1263,10.13,6.67,1,0.0,5.0,John Smith,0,Mid-Low
CUST-1264,401.4,-111.71000000000001,7,0.04285714285714286,5.714285714285714,Aisha Khan,3,Mid-High
CUST-1265,339.87,180.65,2,0.05,5.0,Liam O'Connor,0,Mid-Low
CUST-1266,784.3,218.23,8,0.11875,6.0,David O'Brien,3,Mid-High
CUST-1267,216.4,428.15999999999997,4,0.0375,6.5,Wei Chen,0,Mid-Low
CUST-1268,225.78,77.43,2,0.0,2.5,  John Smith,0,Mid-Low
CUST-1269,18.82,2.06,1,0.0,1.0,Liam O'Connor,0,Mid-Low
CUST-1271,725.34,688.93,4,0.08,3.8,Aisha Khan,3,Mid-High
CUST-1272,390.83,423.56,3,0.049999999999999996,3.6666666666666665,Wei Chen,0,Mid-Low
CUST-1273,170.99,49.56,3,0.15,3.0,Maria Garcia ,2,Low-Value
CUST-1274,978.24,280.04,4,0.1,5.5,  John Smith,3,Mid-High
CUST-1276,604.02,268.03,6,0.0,1.5,Liam O'Connor,3,Mid-High
CUST-1277,18.89,-2.38,1,0.2,1.0,Wei Chen,2,Low-Value
CUST-1278,32.04,-0.18,1,0.0,1.0,Fatima Noor,0,Mid-Low
CUST-1279,63.96,55.35,1,0.0,3.0,Maria Garcia ,0,Mid-Low
CUST-1280,562.94,282.59999999999997,3,0.0,5.333333333333333,Wei Chen,0,Mid-Low
CUST-1281,111.46000000000001,118.42999999999999,5,0.02,4.8,Liam O'Connor,3,Mid-High
CUST-1282,1380.93,418.35,7,0.09999999999999999,5.0,  John Smith,3,Mid-High
CUST-1283,106.43,65.63,2,0.05,4.5,Maria Garcia ,0,Mid-Low
CUST-1284,204.88,307.96,4,0.0375,3.0,David O'Brien,0,Mid-Low
CUST-1286,765.47,101.08,3,0.0,6.333333333333333,Maria Garcia ,0,Mid-Low
CUST-1288,132.22,304.92999999999995,2,0.0,7.5,John Smith,0,Mid-Low
CUST-1289,1141.53,-205.43,7,0.09999999999999999,6.714285714285714,John Smith,3,Mid-High
CUST-1290,289.83,705.87,3,0.0,4.333333333333333,Fatima Noor,0,Mid-Low
CUST-1291,99.78999999999999,34.68,2,0.05,2.5,Wei Chen,0,Mid-Low
CUST-1292,1228.72,1141.06,7,0.06428571428571428,4.857142857142857,Wei Chen,1,High-Value
CUST-1293,392.49,306.23,4,0.0,4.25,David O'Brien,0,Mid-Low
CUST-1294,625.1800000000001,935.5999999999999,2,0.075,5.0,John Smith,0,Mid-Low
CUST-1295,833.03,1021.69,4,0.0375,4.0,Priya Patel,3,Mid-High
CUST-1297,456.89,289.93,3,0.06666666666666667,3.3333333333333335,Fatima Noor,0,Mid-Low
CUST-1298,479.41,495.63,5,0.06000000000000001,4.2,Liam O'Connor,3,Mid-High
CUST-1299,1044.74,1875.5,4,0.07500000000000001,7.5,Liam O'Connor,1,High-Value
CUST-1300,699.26,395.03999999999996,2,0.15,4.0,Priya Patel,2,Low-Value
CUST-1301,768.1300000000001,520.27,3,0.049999999999999996,7.0,Maria Garcia ,3,Mid-High
CUST-1302,49.68,133.99,1,0.0,7.0,Aisha Khan,0,Mid-Low
CUST-1303,17.86,11.69,1,0.15,8.0,David O'Brien,2,Low-Value
CUST-1304,1405.1100000000001,705.1099999999999,4,0.05,3.0,Fatima Noor,3,Mid-High
CUST-1305,1405.5,237.47,2,0.0,3.0,Fatima Noor,3,Mid-High
CUST-1307,433.19,958.74,2,0.0,5.0,Fatima Noor,0,Mid-Low
CUST-1308,230.41,64.41000000000001,3,0.06666666666666667,4.0,John Smith,0,Mid-Low
CUST-1309,211.82999999999998,159.52,3,0.11666666666666665,3.6666666666666665,  John Smith,2,Low-Value
CUST-1310,372.64,401.96000000000004,4,0.0,4.75,Aisha Khan,0,Mid-Low
CUST-1311,929.78,105.35,4,0.0875,5.0,  John Smith,3,Mid-High
CUST-1312,1521.8200000000002,543.3599999999999,5,0.13,6.6,David O'Brien,3,Mid-High
CUST-1313,888.38,441.43,6,0.03333333333333333,3.6666666666666665,Fatima Noor,3,Mid-High
CUST-1314,1156.48,883.87,2,0.0,7.5,David O'Brien,0,Mid-Low
CUST-1315,78.05,53.18,3,0.03333333333333333,2.6666666666666665,David O'Brien,0,Mid-Low
CUST-1316,761.55,133.62,5,0.02,5.0,Fatima Noor,3,Mid-High
CUST-1317,132.07,42.14,2,0.0,8.0,Fatima Noor,0,Mid-Low
CUST-1318,439.53999999999996,363.37,4,0.0625,5.5,David O'Brien,3,Mid-High
CUST-1319,660.04,1421.97,5,0.0,6.0,  John Smith,1,High-Value
CUST-1320,301.07,569.62,1,0.0,7.0,Aisha Khan,0,Mid-Low
CUST-1321,899.6800000000001,366.4,5,0.04,6.2,Wei Chen,3,Mid-High
